,,Name,상장주식수(주),최대주주등-대표주주명(Q),최대주주등-세부주주수(Q)(명),최대주주및특별관계자 보유주식수(보통)(주),최대주주및특별관계자 보유주식수(우선)(주),최대주주등-잠재주식수(Q),최대주주등-주권의 지분율(Q)(%),최대주주등-주식등 총지분율(Q)(%)
60260,,뉴보텍,24613919,한거희,3,3426547,,,13.92,13.92
8110,,대동전자,10490447,강정우,4,6291383,,,59.97,59.97
93640,,다믈멀티미디어,6561176,정연홍,3,1144568,,,17.52,17.52
123750,,알톤스포츠,12746297,이녹스,1,4750000,,,37.27,37.27
52190,,이에스에이,15537697,이에스에이제2호투자조합,1,1923613,,,14.26,14.26
10580,,지코,50521414,코다코,2,9280893,,5102040,20.62,28.7
203450,,유니온커뮤니티,14679007,신요식,18,3695481,,,25.18,25.18
38010,,제일테크노스,9000000,나주영,1,3131080,,,34.79,34.79
25880,,케이씨피드,16715858,정한식,6,4649688,,,27.82,27.82
38110,,에코플라스틱,22696398,서진오토모티브,1,7492853,,2710695,33.01,40.16
60480,,국일신동,11090000,손인국,4,5354600,,,48.28,48.28
9180,,한솔로지스틱스,16477425,한솔홀딩스,4,3594924,,166528,21.82,22.83
6110,,삼아알미늄,11000000,TOYO ALUMINIUM K. K.,12,5822520,,,52.93,52.93
30720,,동원수산,4294883,왕기철,8,919536,,,21.91,21.91
38530,,골드퍼시픽,6655713,바이오프리벤션,3,1081092,,1445086,16.24,31.18
72950,,빛샘전자,6000000,강만준,6,2192105,,,36.54,36.54
48830,,엔피케이,18723923,NIPPON PIGMENT,2,6489184,,,34.66,34.66
14940,,오리엔탈정공,40545960,오리엔탈홀딩스,1,20272981,,,50,50
56000,,신스타임즈,14016600,Sincetimes HK Science Company Limited,3,6625996,,,47.27,47.27
3680,,한성기업,5477951,임우근,10,2602417,,,47.51,47.51
54300,,팬스타엔터프라이즈,41124943,김현겸,5,8192811,,,19.92,19.92
78350,,한양디지텍,10000000,김형육,9,5550236,,,55.5,55.5
9140,,경인전자,1570797,김효조,8,785141,,,49.98,49.98
121850,,코이즈,10532840,조재형,5,5428152,,964872,51.54,55.6
950,,전방,1680000,삼영엔지니어링(주),11,314421,,,18.72,18.72
37400,,우리조명,24923346,윤철주,8,7882362,,,31.63,31.63
170790,,파이오링크,6856330,엔에이치엔엔터테인먼트,5,3075330,,,44.85,44.85
3780,,진양산업,13000000,진양홀딩스,1,6624819,,,50.96,50.96
10280,,쌍용정보통신,40464034,한앤코시멘트홀딩스,2,20309114,,,50.19,50.19
440,,중앙에너비스,1245426,한상열,5,621213,,,49.88,49.88
16920,,카스,21474112,김동진,5,10052329,,16913,46.81,46.85
220180,,핸디소프트,7463009,다산인베스트,38,4087844,,248000,54.77,58.1
53270,,구영테크,19794174,이희화,6,10277871,,,51.92,51.92
65440,,이루온,15275020,이승구,2,3213958,,,21.04,21.04
5030,,부산주공,29349528,세연아이엠,4,7167972,,647947,26.72,28.45
32280,,삼일,16213590,티디홀딩스,13,5459988,,,33.68,33.68
23440,,제일제강,26032185,최준석,5,4981902,,,19.14,19.14
101670,,코리아에스이,18900000,에스이,6,7442145,,,39.38,39.38
33050,,제이엠아이,32579342,정광훈,5,11274480,,,34.61,34.61
39740,,한국정보공학,8018397,유용석,6,3898676,,3213,48.62,48.64
96610,,알에프세미,8120970,이진효,6,3214955,,,39.59,39.59
59100,,아이컴포넌트,7070860,김양국,7,1677973,,11000,23.73,23.89
15540,,메디플란트,5181360,메디파트너,1,547433,,149611,12.59,15.5
196700,,웹스,6849238,이재춘,2,2840000,,,41.46,41.46
44780,,에이치케이,18455787,계명재,2,4099577,,,22.25,22.25
52600,,한네트,11563700,한국컴퓨터지주(주),4,5334580,,150000,46.13,46.82
2420,,세기상사,407592,국순기,4,220667,,,54.14,54.14
115570,,스타플렉스,6453734,김세권,5,4269978,,,66.16,66.16
15020,,이스타코,42851600,김승제,1,14205922,,,33.15,33.15
100030,,모바일리더,3283714,정정기,1,1086210,,,33.08,33.08
230980,,솔트웍스,10311829,케이씨인베스트먼트,6,5549031,,,61.26,61.26
50760,,에스폴리텍,16334678,이혁렬,4,5236746,,,32.06,32.06
130740,,티피씨글로벌,9450000,이정훈,2,4772492,,,50.5,50.5
4920,,씨아이테크,47737390,에스엔텍,2,7655123,,1068828,17.09,19.23
5450,,신한,7022839,(주)에스엔드케이월드코리아,1,3781713,,,53.85,53.85
80530,,코디,19686576,토러스대체투자전문투자형사모투자신탁제1호,1,1776564,,,9.96,9.96
3720,,삼영화학,34000000,이석준,5,9548268,,,28.08,28.08
91440,,텔레필드,7620442,박노택,2,1847390,,,26.55,26.55
79170,,한창산업,5200000,강호익,16,2999400,,,57.68,57.68
134580,,디엠티,11250000,이희기,1,3564450,,,31.68,31.68
73540,,에프알텍,11400000,남재국,3,4218602,,,37.01,37.01
67010,,이씨에스,7500000,현해남,4,2017931,,,26.91,26.91
23790,,동일철강,7345085,장인화,7,4451329,,,60.6,60.6
93380,,풍강,9879313,김진용,4,4478966,,,45.34,45.34
60380,,동양에스텍,10000000,조남욱,4,5396692,,,53.97,53.97
80440,,에스제이케이,34719030,이승열,5,4576753,,,13.45,13.45
99410,,동방선기,13541002,김성호,4,3389022,,,25.03,25.03
78590,,두올산업,12875270,아이에이치씨,5,4849330,,,37.66,37.66
9620,,삼보산업,4125000,이태용,5,2316458,,,56.16,56.16
122800,,썬텍,33153085,,,,,,,
24850,,피에스엠씨,38726201,(유)에프앤티,3,5449172,,,14.07,14.07
86250,,화신테크,9700000,정재형,19,4643653,,,47.87,47.87
153460,,네이블,6530014,엔텔스,2,1227038,,,18.79,18.79
98120,,마이크로컨텍솔,8312766,양승은,6,1948455,,,23.44,23.44
82660,,삼우엠스,40336569,크루셜텍,3,9389341,,,23.28,23.28
53660,,현진소재,10328714,이창규,2,1095506,,,11.08,11.08
105330,,케이엔더블유,5661347,오원석,3,2754540,,,48.66,48.66
51380,,피씨디렉트,7540136,송승호,2,1867645,,,24.77,24.77
43360,,디지아이,9000000,최관수,8,4097834,,,45.53,45.53
43260,,성호전자,29506142,박현남,4,7613516,,2073168,25.8,30.67
32040,,C&S자산관리,7348534,박필선,1,761422,,,10.36,10.36
131760,,파인텍,10236407,강원일,7,2291590,,,22.39,22.39
58110,,멕아이씨에스,5361500,김종철,12,1667797,,,31.11,31.11
69330,,유아이디,11887792,박종수,5,4838007,,,40.7,40.7
8800,,행남사,11386305,마크원인베스트먼트,1,14409230,,,12.65,12.65
54410,,케이피티,5060000,알루텍,5,2556460,,,50.52,50.52
119830,,아이텍반도체,5317546,유남영,3,2602505,,,49.37,49.37
67730,,로지시스,9340922,한국컴퓨터지주(주),1,6022050,,,64.47,64.47
77280,,한컴지엠디,11391808,소프트포럼,6,4129268,,1775136,36.25,45.43
67770,,세진티에스,8396593,김인식,4,4244803,,,50.55,50.55
51980,,중앙리빙테크,22596091,제이엔케이인베스트먼트,1,1190000,,,5.81,5.81
221610,,한솔씨앤피,3993673,(주)한솔케미칼,1,2000000,,,50.08,50.08
7530,,영신금속,12832968,이정우,12,2353732,,,37.4,37.4
1420,,태원물산,7600000,강백영,14,3049775,,,40.13,40.13
10420,,한솔PNS,20493012,한솔홀딩스,1,9440335,,,46.07,46.07
83470,,KJ프리텍,21273036,에스티투자조합,1,2000000,,,9.4,9.4
58450,,일야,9780000,강재우,3,3463000,,,35.41,35.41
45340,,토탈소프트,8558040,최장수,6,2602660,,,30.41,30.41
25890,,한국주강,11309259,하종식,8,6443257,,,56.97,56.97
79810,,디이엔티,8979530,APS홀딩스,4,2488484,,65000,27.71,28.44
69140,,누리플랜,4751401,이상우,4,2041557,,,42.97,42.97
20400,,대동금속,480000,대동공업,1,336620,,,70.13,70.13
24940,,PN풍년,10000000,유재원,3,3807470,,,38.07,38.07
90150,,광진윈텍,9658393,신태식,3,5424960,,,56.17,56.17
33250,,체시스,24000000,엠에스에이치씨,3,10053922,,,41.89,41.89
115610,,이미지스,7669128,김정철,2,2203521,,,28.73,28.73
51630,,진양화학,12000000,진양홀딩스,1,7843740,,,65.36,65.36
58420,,제이웨이,15064210,김병건,1,1759217,,239784,15.9,17.68
23770,,플레이위드,3460850,드림아크,2,669533,,,21.77,21.77
80580,,오킨스전자,6200000,전진국,4,1656140,,,26.71,26.71
29480,,바른테크놀로지,32795285,바른전자,3,4940413,,,15.49,15.49
217190,,제너셈,8769174,한복우,2,3890068,,,44.36,44.36
1770,,신화실업,1214878,신정국,12,436264,,,35.91,35.91
73010,,케이에스피,7540914,한국공작기계,2,1628253,,,21.59,21.59
96870,,엘디티,6678400,티에스이,4,2434007,,26000,36.45,36.84
12600,,청호컴넷,8376352,청호엔터프라이스,5,2060098,,200000,24.59,26.35
232270,,케이비제9호스팩,13815700,케이비증권(주),3,866243,,2584300,6.27,21.04
115530,,씨엔플러스,30633530,엠케이투자조합,1,400000,,,7.15,7.15
26260,,위너지스,89900189,(유)우민,2,26301916,,,29.45,29.45
99520,,ITX엠투엠,16466131,박상열,2,3060143,,,18.58,18.58
134060,,이퓨쳐,4769250,이기현,4,2198781,,,46.1,46.1
73190,,듀오백,11968040,정관영,10,5399286,,,45.11,45.11
51160,,지어소프트,13781805,김수철,4,3773285,,,27.72,27.72
194610,,우성아이비,20720000,이희재,11,4831483,,,23.32,23.32
19570,,제미니투자,40000000,비앤에이치투자,1,5352513,,,13.38,13.38
98660,,에스티오,8455144,김흥수,2,5646622,,,66.78,66.78
47440,,레이젠,29146629,픽솔1호 투자조합,1,1619618,,7373271,5.8,25.48
1140,,국보,1682304,흥아해운,1,354571,,,21.08,21.08
89790,,제이티,9021214,유홍준,5,2314861,,1384272,29.96,40.6
8500,,일정실업,1200000,고동수,10,765343,,,63.78,63.78
123010,,옵토팩,4987409,김덕훈,2,1288292,10928,,25.91,25.91
139670,,넥스트리밍,7016911,(주)솔본,3,1966789,,,28.03,28.03
8830,,대동기어,898752,대동공업,5,494811,,,55.06,55.06
70590,,한솔인티큐브,13879521,한솔홀딩스,3,3082877,,137100,22.21,23.09
19490,,하이트론,5530735,최영덕,3,1411974,,,25.53,25.53
26910,,광진실업,6405405,허정도,5,3251228,,,50.76,50.76
25870,,신라에스지,4000000,신라홀딩스,4,2330047,,,58.25,58.25
121890,,에스디시스템,8762678,박봉용,3,2666245,,,70.16,70.16
182690,,테라셈,13966340,서성기,3,6947890,,120000,49.75,50.61
88290,,이원컴포텍,14247866,디이시,1,7701954,,,54.06,54.06
155960,,지디,18709617,엘리시움,1,2475197,,2926829,13.23,24.97
13720,,청보산업,8178771,안상욱,6,2388307,,,29.2,29.2
53060,,세동,19668840,윤정상,3,7962852,,,40.48,40.48
226850,,키움스팩4호,10204000,케이비증권(주),1,673795,,,6.6,6.6
101680,,한국정밀기계,8404000,한국주강,6,4467280,,,53.16,53.16
10640,,진양폴리,10000000,진양홀딩스,3,5332633,,,53.33,53.33
230240,,하나금융7호스팩,8000000,케이비증권(주),1,700555,,,8.76,8.76
227950,,골든브릿지제4호스팩,7550000,디앤제이그룹,1,740000,,,9.8,9.8
273060,,엔에이치스팩12호,7510000,제이씨에셋자산운용,1,1565460,,,20.85,20.85
242040,,교보비엔케이스팩,7110000,케이비증권(주),1,617051,,,8.68,8.68
256630,,엔에이치스팩10호,7000000,컴퍼니케이파트너스,1,476000,,524000,6.8,13.29
256840,,엔에이치스팩11호,6830000,스테이트에셋,1,501000,,,7.34,7.34
226340,,에이치엠씨3호스팩,6500000,케이비증권(주),1,452405,,,6.96,6.96
226440,,동부스팩3호,4450000,케이비증권(주),1,358560,,,8.06,8.06
277480,,신한제4호스팩,6010000,에이씨피씨,1,1000000,,,16.64,16.64
240540,,한국4호스팩,5500000,라이노스자산운용,1,476100,,,8.66,8.66
253590,,대신밸런스제3호스팩,5510000,,,,,,,
230490,,동부제4호스팩,5300000,케이비증권(주),1,392776,,,7.41,7.41
250930,,케이비제10호스팩,5210000,한앤파트너스자산운용,1,340431,,,6.53,6.53
291210,,한국제7호스팩,5060000,,,,,,,
235010,,하이에이아이1호스팩,4950000,,,,,,,
262830,,대신밸런스제4호스팩,5010000,지앤텍벤처투자,1,500000,,,9.98,9.98
265480,,미래에셋대우스팩1호,4840000,대경창업투자|플러스에이파트너스,2,800000,,400000,16.52,23.8
239340,,미래에셋제5호스팩,4800000,케이비증권(주),1,399990,,,8.33,8.33
281740,,동부스팩5호,4840000,에이씨피씨,1,800000,,,16.53,16.53
225430,,IBKS제3호스팩,4500000,위드인베스트먼트,1,400000,,100000,8.89,10.87
254120,,IBKS제5호스팩,4500000,밸류아시아캐피탈,1,460000,,100000,10.22,12.17
264850,,IBKS제6호스팩,4315000,케이비증권(주),1,308971,,,7.16,7.16
270520,,하나금융10호스팩,4602000,헤리티지파트너즈,1,600000,,,13.04,13.04
281410,,한국제6호스팩,4510000,에스비아이인베스트먼트,1,500000,,,11.09,11.09
265920,,한화수성스팩,4440000,수성자산운용,2,420000,,480000,9.46,18.29
261200,,하나금융9호스팩,4260000,신한캐피탈(주),2,270000,,,6.34,6.34
287410,,유안타제3호스팩,4235000,,,,,,,
267320,,교보7호스팩,4020000,케이비증권(주),2,329885,,790000,8.21,23.28
276920,,IBKS제7호스팩,3650000,문대우,1,100000,,,2.74,2.74
271740,,한국제5호스팩,4000000,티에스인베스트먼트,1,476000,,24000,11.9,12.43
257730,,신한제3호스팩,3505000,위드인베스트먼트,1,480000,,,13.69,13.69
232330,,SK3호스팩,3600000,라이노스자산운용,1,288009,,,8,8
279410,,한화에이스스팩4호,3495000,위드인베스트먼트,1,300000,,,8.58,8.58
258790,,케이비제11호스팩,3210000,신한캐피탈(주),2,227982,,,7.1,7.1
264290,,한화에이스스팩3호,3080000,DGB자산운용,1,301162,,,9.78,9.78
277410,,IBKS제8호스팩,2210000,이에스인베스터,1,190000,,10000,8.6,9.01
122310,,제노레이,,,,,,,,
